clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
saikalyjihad rimanjeim best birthy day sexy rima lwish happy life,[],0,0,0,0,1,1,1,0,0,0,0
letting anyone anger change,[],1,0,0,0,0,0,1,0,0,0,0
ehteshamtoi ravishastriofc unfortunate decision players superstars cricketers bcci scared tantrums,[],0,0,0,1,0,0,0,0,0,0,0
repeated terror attacks no1 define religion terrorists\n1 guy arrested terroristsism got religion,[],1,0,1,1,0,0,0,0,0,0,0
god plan would made already discouraged,['discouraged'],0,0,1,0,0,0,0,1,1,0,0
friends sad basically becomes psychiatrist\nmy friends sad funny lol,"['funny', 'lol']",0,0,0,0,1,1,0,0,1,0,0
actornithiin happy birthday manisharma sirr great year head,[],0,0,0,0,1,1,1,0,0,0,0
vivaonline schade slightlyfrowningface,[],0,0,1,0,0,0,0,1,1,0,0
puddlespityp made happy woman thx casey sigh worththewait cry beyootifulll,"['worththewait', 'cry', 'beyootifulll']",0,0,0,0,1,1,1,0,0,0,0
need little learning live happily michel montaigne quote philosophy wisdom wisewords mentalhealth psychology anxiety,"['quote', 'philosophy', 'wisdom', 'wisewords', 'mentalhealth', 'psychology', 'anxiety']",0,0,0,1,0,0,1,0,1,0,0
soooo annoyed wait start morning,[],1,0,1,0,0,0,0,0,0,0,0
chopper dammit sink already,[],1,0,1,0,0,0,0,0,0,0,0
last sunday youtube glitch making lose subs heartbreaking channel size nearly though 1ksubs youtube soon grinningface,"['1Ksubs', 'youtube']",0,0,0,0,1,0,0,0,1,0,0
nro acosta cnn realdonaldtrump remember nro gave cnn grief relentless email crusade either,[],1,0,0,0,0,0,0,0,1,0,0
guys want super inhealthy delicious snack cheezit dipped cream cheese way okhandmediumlightskintone okhandmediumlightskintone delicious preggocravings,"['delicious', 'preggocravings']",0,0,0,0,1,1,1,0,0,0,0
walkingsidebyside great marriages built forgiveness amp truthfulness bad marriages resentment bitterness deceit amp unfaithfulness,"['WalkingSideBySide', 'forgiveness', 'resentment', 'deceit']",0,1,0,0,0,0,1,0,1,0,0
nothing interesting besides retweet follow annoyed perseveringface perseveringface,['annoyed'],1,0,1,0,0,0,0,0,0,0,0
462 appearances 200 goals 231 games per goal nearly goal every games crap facewithtearsofjoy facewithtearsofjoy facewithrollingeyes facewithrollingeyes thinkingface thinkingface rooney,"['crap', 'Rooney']",1,0,1,0,0,0,0,0,1,1,0
watched joenbc colbertlateshow amp say awe hair products using greggutfeld beautiful jealous,"['beautiful', 'jealous']",1,0,0,0,1,1,0,0,0,0,0
theperfectbrit smell fear,[],0,1,0,1,0,0,1,0,0,0,0
morninggloria came damn boy jokes stayed great actual job thumbsupmediumdarkskintone,[],0,1,0,0,1,0,1,0,0,1,0
theme week ask lord strength amp perspective persevere integrity effort despite disheartened amp disappointed,"['integrity', 'disheartened']",0,0,0,0,1,0,1,0,1,0,0
mayusteapot better grinningsquintingface,[],0,0,0,0,1,0,1,0,0,0,0
finished thekeeperoflostthings incredible charming book loved ruthmariehogan weave story telling magic love,"['TheKeeperOfLostThings', 'charming', 'book']",0,0,0,0,1,1,0,0,0,0,0
listening refugee children barely decade old describe horrific acts forced commit terrifying datelinesbs,['DatelineSBS'],1,0,1,1,0,0,0,0,1,0,0
blackest abyss despair alonzo,[],0,0,0,0,0,0,0,0,1,0,0
yes itv2 loveisland putting angel mikethalassitis back villa best move revenge returnofthemike loveisland hot,"['revenge', 'returnofthemike', 'LoveIsland', 'hot']",1,0,0,0,1,0,0,0,0,1,0
mywifestyles thank following please read astonishing book flightofalifetime glad happy smiles,"['FlightOfALifetime', 'happy', 'smiles']",0,1,0,0,1,1,1,0,0,0,0
girls bad letting shit prolly moody built grudges anger regret facewithtearsofjoy,[],1,0,1,0,0,0,0,0,0,0,0
afridi 100 mad,['mad'],1,0,1,0,0,0,0,0,0,0,0
elebelfiore always control mistrust,[],1,1,1,0,0,0,0,1,0,1,0
brownjayson mylesgorham85 subscribe philosophy drafted michael floyd anyways bad,['bad'],1,0,0,0,0,0,0,0,1,0,0
build resentment silence really anyone favors,[],0,1,1,0,0,0,0,0,0,0,0
jamessssss loudlycryingface good bye dear pleasure,[],0,0,0,0,1,0,1,0,1,0,0
going nurse learn nice patient person jesus upsidedownface,[],0,1,0,0,1,0,1,0,0,0,1
take sharp right stumble slavering phoenix whose seethrough negligée empty eye sockets haunt dreams forever,[],0,0,0,1,0,0,0,0,0,0,0
dynamicgaby vincescastro get free planner think facewithsteamfromnose csuf mofuckintitans,"['CSUF', 'mofuckintitans']",1,0,1,0,0,0,0,0,1,0,0
cant get tell offend,[],1,0,1,0,0,0,0,0,0,0,0
still sadness hatred pero feel better yesterday,[],1,0,0,0,0,0,1,1,1,0,0
trip dentist never gets easier nervous,['nervous'],0,0,0,1,0,0,0,0,0,0,0
wow today totally seeing alot mean people world turn around start cultivating kindness successtrain warrior,"['mean', 'people', 'world', 'start', 'kindness', 'SuccessTRAIN', 'warrior']",0,0,1,0,1,0,1,0,0,0,0
wrapped burrito got sweat anxiousfacewithsweat,[],0,1,0,0,0,0,1,0,1,0,0
even incomplete state tentails possesses immense physical strength remarkably fast despite tremendous size,[],0,0,0,0,1,0,1,0,0,1,1
southafrica become place people even timid baying blood around every corner,[],0,0,0,0,0,0,0,0,0,0,0
neobrainless lots pretty coloured blobs sugar mean willing try sure understand point grinningfacewithsweat,[],0,0,0,0,1,0,1,0,0,0,0
really want mom back home cryingface cryingface cryingface cryingface cryingface cryingface cryingface gutted crying miserable,"['gutted', 'crying', 'miserable', 'why']",0,0,0,0,0,0,0,0,1,0,0
nah governor call someone bum amp love calls communist montclair facewithtearsofjoy crying,['crying'],1,0,1,0,0,0,0,0,1,0,0
jaassiieeeee fall dark side facewithtearsofjoy facewithtearsofjoy,[],0,0,0,0,1,0,0,0,0,0,0
protesters brazil burning effigies president cabinet investigation corruption sabcnews,['sabcnews'],1,0,0,0,0,0,0,0,1,0,0
vinsquat67 indeed raging verdict imagine poor lassies family felt,[],1,0,1,0,0,0,0,0,0,0,0
620wtmj seriously 620wtmj news sad \n\nwhy focus important issues,['sad'],0,0,0,0,0,0,0,1,1,0,0
shirachess uminnpress congratulations book looks tremendous,[],0,0,0,0,1,1,1,0,0,0,0
africa unique tremendous problems war overpopulation starvation tribalism makes moving africa forward hard,[],0,0,1,0,0,0,0,0,1,0,0
ctafails cta drivers smile open door drive,[],1,0,1,0,0,0,0,0,0,0,0
people notice saying you pretty makeup offense amp take note never say,[],1,0,1,0,0,0,0,0,1,0,0
happy birthday,[],0,0,0,0,1,0,0,0,0,0,0
president1trump ignorance left shocking,[],1,0,1,0,0,0,0,0,0,1,0
chawndi youtube ask trying pout code csgo roll cant pout code red color help pls,[],0,1,1,0,0,0,0,1,1,0,0
whocaresnvm destroying memory goal ect might work zapper thingy like men black dumbledore pensive,[],1,0,1,0,0,0,0,0,0,0,0
keranderson maybe evening grinningface,[],0,0,0,0,1,0,1,0,0,0,0
totally scare upcoming results,[],0,0,0,1,0,0,0,0,0,0,0
junkersquawker lords would blood boiling,[],1,0,1,0,0,0,0,0,0,0,0
lol funny comedy sarcasm care \n\nme one second later starts crying,"['lol', 'funny', 'comedy', 'sarcasm']",0,0,0,0,1,0,0,1,1,0,0
jewleree gameofthrones lmao night king smiles facewithtearsofjoy,[],0,0,0,0,1,0,1,0,0,0,0
smolchika kind depressing think it\n,[],0,0,0,0,0,0,0,1,1,0,0
fed false info vodafonein mini store pls hire franchise mini stores serve customers threaten force,[],1,0,1,1,0,0,0,0,0,0,0
itskaiouji noooo sunbaenim tease like that facewithsteamfromnose,[],1,0,0,0,0,0,0,0,0,0,0
thatradiogeek tremendous thing wake read man glad hear need way people helping,[],0,0,0,0,1,0,1,0,0,0,0
fabianiswailea,[],0,0,0,0,0,0,0,0,0,0,0
iamjpk nameisnani phd eesav gattiga grinningsquintingface,[],0,0,0,0,1,0,0,0,0,0,0
yesterday gone thats old song new song live today get pizza live love laugh wednesdaywisdom follow thelyricalb pizza,"['pizza', 'live', 'love', 'laugh', 'WednesdayWisdom', 'follow']",0,0,0,0,1,0,1,0,0,0,0
0510keisuke devour unborn\nhuman rejection\nfrom wrath ruins,[],1,0,1,0,0,0,0,0,0,0,0
bxchpls03 lucky ahu loudlycryingface,[],0,0,0,0,1,1,0,0,0,0,0
varied talents gifts amp abilities work together help make world better amp brighter place,"['talents', 'gifts', 'abilities', 'all', 'work', 'together', 'we', 'help', 'make', 'world', 'better', 'brighter', 'place']",0,0,0,0,1,1,1,0,0,0,0
need study celebrities birthdays heart almost stopped saw harrison ford trending hushedface relieved,['relieved'],0,0,0,0,1,1,0,0,0,0,0
interlocutor burst laughing several times answers ever question whether cured,[],0,0,0,0,1,0,1,0,0,0,0
damn tired hell never get day week anymore loudlycryingface wan call bad lil hrs sounds good,[],1,0,1,0,0,0,0,0,1,0,0
gilmonk1 maybe stand field scare away crows,[],0,0,0,1,0,0,0,0,0,0,0
got woken road sweeper trying sleep,[],1,0,0,0,0,0,0,0,1,0,0
thelucbomber etikawnetwork etika polneraffs long lost brother confirmed,[],0,1,0,0,0,0,0,0,0,1,0
lot universities actively discourage even one parttime job negative impact studies,[],0,0,1,0,0,0,0,0,0,0,0
jjph admin search start friday excited,[],0,0,0,0,1,0,1,0,0,0,0
maidinaustralia horrid hugs,[],1,0,1,0,1,0,0,0,0,0,0
everytime think life getting better never comes sadly,['sadly'],0,0,0,0,0,0,0,1,1,0,0
failure part success experience joy success also experiencing failure bethehero success failure joy,"['bethehero', 'success', 'failure', 'joy']",0,0,0,0,1,0,1,0,0,0,0
shouldve cut moment started hurting,[],1,0,1,0,0,0,0,0,1,0,0
could soulcrushing despair also might marshmallows breakfast,[],0,0,0,0,0,0,0,0,1,0,0
let hatred grow otherwise everything life affected distract amp anger often end regret,[],1,0,1,0,0,0,0,0,0,0,0
argosonline customer service dreadful phone bill huge get passed person person keep taking money card idiots,['idiots'],1,0,1,0,0,0,0,0,0,0,0
nbcnews halliejackson keirsimmons seems legit always flinch right tell truth,[],0,0,0,1,0,0,1,0,0,0,1
worry doubt fear despair enemies slowly bring ground turn dust die,"['Worry', 'doubt', 'fear', 'despair']",0,0,1,1,0,0,1,0,1,0,0
get feeling eurosportuk itvcycling might reviewing showing stages full poor robhatchtv nedboulting sleepingface sleepingface sleepingface winkingface dull,['dull'],0,1,1,0,0,0,0,1,1,0,0
resentment best beyoncé song dontdebateme,"['resentment', 'dontdebateme']",1,0,0,0,1,0,1,0,0,0,0
please ruin party nswrl origin blues,"['origin', 'blues']",1,1,0,0,0,0,0,1,0,0,0
finding store closing sad awesome everything get bag nothing redbull amp aloe water,"['awesome', 'redbull']",0,1,0,0,1,0,1,0,1,0,0
back twitter madden madden18 maddenmobile nfl espn packers,"['madden', 'madden18', 'maddenmobile', 'ea', 'nfl', 'espn', 'packers']",0,1,0,0,1,0,1,0,0,0,0
finally finished term class book sky hawk gilllewis kids tears actually cheering end good read,['good'],0,0,0,0,1,0,1,0,0,0,1
muslims kill people terrorism religion hindu kills muslim hindu terrorist hypocrites,"['Muslims', 'hindu', 'hypocrites']",1,0,1,0,0,0,0,0,0,0,0
totally regret signing sprintcare sprint,[],1,0,1,0,0,0,0,0,1,0,0
teach people effectively questions answer help twitter nice sad begging angry teacher,"['questions', 'answer', 'help', 'twitter', 'nice', 'sad', 'begging', 'angry', 'teacher', 'what']",1,0,1,0,0,0,0,0,1,0,0
selling nudes pics vids kik buy dirtybecca69\n\n kik kikme kikusernames snap snapchat findom nudes slut kiktrade horny,"['kik', 'kikme', 'kikusernames', 'snap', 'snapchat', 'findom', 'nudes', 'slut', 'kiktrade', 'horny']",0,0,0,0,0,0,0,0,0,0,0
hearing song phone glued ears like singer spoke mad mad hahah,"['mad', 'mad']",1,0,0,0,1,0,0,0,0,0,0
cut hair fucc hoes durag glee,"['glee', 'sg']",0,1,0,0,1,0,1,0,0,0,0
stand lads put middle finger pics,[],1,0,1,0,0,0,0,0,0,0,0
cnn really needs get propaganda business seconds usn fallen soldiers tragedy right back spewing hatred potus,"['CNN', 'Propaganda', 'hatred', 'POTUS']",1,0,1,0,0,0,0,0,0,0,0
mickyrivera29 interesting transfer costly irritate others get top talent low avg fee,[],0,0,1,0,0,0,0,1,0,0,0
power goes shorts xbox since day launch course breaks birtday birthday xbox sadness,"['birthday', 'xbox', 'sadness']",1,0,0,0,0,0,0,0,1,0,0
marcdeacon happy birthday marc good one,[],0,0,0,0,1,1,1,0,0,0,0
god favors men women delight made worthy happiness happiness,[],0,0,0,0,1,0,1,0,0,0,0
work sober manfacepalmingmediumskintone,"['work', 'sober']",0,0,1,1,0,0,0,1,1,0,0
ashleyemrick whatever floats incense boat,[],0,1,0,0,0,0,0,0,0,0,0
opportunity move away gloomy nihilism characterizes reign deeply patriarchal dominator culture,[],0,1,0,0,1,0,1,0,0,0,0
indiaagainstislamists radicalislam possess danger only2 india also 2the world its time uprooting source terrorism,"['IndiaAgainstIslamists', 'RadicalIslam', 'India', 'terrorism']",0,0,0,1,0,0,0,0,1,0,0
chelseanews4you best luck blues army make feeling goofy season blues till eternity,[],1,0,1,0,1,0,1,0,0,0,0
you feed die starvation said slightly smiling frowned panira kainis,[],1,1,1,0,1,0,0,0,0,0,0
seriously smack someone face dizzyface arsehole,['arsehole'],1,0,1,0,0,0,0,0,0,0,0
ffigurefbust thinking getting done given frighten,[],0,0,0,1,0,0,0,0,0,0,0
dreamed laughing woke sleep first time without sad face fair enough see dream,[],0,0,0,0,1,1,1,0,0,0,0
heart trembling thought \ni really know love,[],0,0,0,0,0,1,0,0,1,0,0
today 71117 grinningface,[],0,0,0,0,1,0,1,0,0,0,0
thanks following twitter would like see funny happy thefactably,"['funny', 'happy']",0,0,0,0,1,1,1,0,0,0,1
migraine hangover worst thing ever perseveringface burst,['burst'],1,0,1,0,0,0,0,0,1,0,0
chyna didnt respond rob cus knew damn well plottin knew hurt deeply revenge porn,[],1,0,0,0,0,0,0,0,0,0,0
smile much grinningface \nu get frown lines \nif cry much perseveringface \nu get eye wrinkles \n\n repeatsinglebutton laugh amp cry\n\n life growingheart \n\nhave great day\n\n honeypot honeybee,"['smile', 'cry', 'life']",0,0,0,0,1,1,1,0,0,0,0
ravi shastri finally appointed head coach interesting see whether kohli finally stops throwing tantrums,[],0,1,0,0,0,0,0,0,0,0,0
someone nicked lunch fridge work roast dinner well fuming,['fuming'],1,0,1,0,0,0,0,0,1,0,0
fangornforest1 brexit whose customers love imagine hack days sing tune paymaster calls dismal,['dismal'],0,0,1,0,0,0,0,0,1,0,0
boy play play dull mᴬkes,[],0,0,0,0,0,0,0,0,1,0,0
sick shit mad angry rowan atkinson dead bloody online hoax poutingface poutingface poutingface poutingface facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth,"['mad', 'angry']",1,0,1,0,0,0,0,0,0,0,0
best horror comedy movie 2017 anandobrahma taapsee srinivasreddy 2nd half got throat pain toomuch laughs,"['AnandoBrahma', 'SrinivasReddy', 'toomuch', 'laughs']",0,0,0,0,1,0,0,0,0,0,0
jeffbezos amazon talk terminated answer paid hours worked erc answers,[],1,0,1,0,0,0,0,0,0,0,0
narendramodi amitshahoffice officeofrg arunjaitley politicl prties care ppl whn opstn amarnathterrorattack,['AmarnathTerrorAttack'],0,0,1,1,0,0,0,1,0,0,0
walk door cuppa bliss,['bliss'],0,0,0,0,1,1,1,0,0,0,0
opebbles one sadly sleepyface,[],0,0,0,0,0,0,0,0,1,0,0
silverstein 13th time seeing guys today cancel meet greet storm soaked poutingface dissapointed,['dissapointed'],1,0,1,0,0,0,0,0,1,0,0
intl hey bae ssyhoe happy 7th month anniversary kissingfacewithclosedeyes twohearts ily yours,['intl'],0,0,0,0,1,1,1,0,0,0,0
amjadhussain73 mehreenfaruqi waste time muslim crap ups arab facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy greatings fro pauline hanson facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,[],1,0,1,0,1,0,0,0,0,0,0
faith like oil fear like dust easily blown away,"['faith', 'oil', 'fear', 'dust']",0,0,0,1,0,0,1,0,0,0,1
half hour facewithsteamfromnose exo,['EXO'],1,0,1,0,0,0,0,0,0,0,0
stolencarrsa make panic grinningfacewithbigeyes,[],1,0,0,1,0,0,0,1,0,0,0
never excited start semester,[],0,1,0,0,1,0,1,0,0,0,0
woke feeling fresh clear mind never happened before\n morning sober,"['morning', 'sober']",0,0,0,0,1,0,1,0,0,0,0
smiling like,[],0,0,0,0,1,0,0,0,0,0,0
must take excitement solareclipse inspire children love science,"['excitement', 'solareclipse', 'inspire', 'children', 'love', 'Science']",0,0,0,0,1,1,1,0,0,0,0
every diva needs period panteez xtra confident amp secure wait period thetalk fallfashion instyle,"['DIVA', 'period', 'thetalk', 'fallfashion', 'instyle']",0,0,0,0,1,0,0,0,0,0,0
gemmaannestyles fabicelolly america think upset hurt,"['upset', 'hurt']",1,0,1,0,0,0,0,0,1,0,0
ananavarro husband gets hour every day upon opening eyes ask did start wwiii yet,[],0,1,0,0,1,0,0,0,0,1,1
absolutely two worst national anthem singers ever heard screwed words awful,['awful'],1,0,1,0,0,0,0,1,1,0,0
brennanpb backs always thought yer mad facewithtearsofjoy,[],1,0,1,0,1,0,0,0,0,0,0
sorry also fuck currentfeels anger bpd eupd borderliner mentalhealth anxiety depression confused,"['currentfeels', 'anger', 'bpd', 'eupd', 'borderliner', 'mentalhealth', 'anxiety', 'depression', 'confused']",1,0,1,0,0,0,0,0,1,0,0
logicispowerful bad support right offend,[],0,0,0,0,0,0,1,0,1,0,0
uber disappointing support responded email bad uber service,"['bad', 'uber', 'service']",1,0,1,0,0,0,0,1,1,0,0
markrduckett saw tweet crack greens tweet holds grudge dude pathetic,[],1,0,1,0,0,0,0,1,1,0,0
everything order online comes looking like piece shit facewithsteamfromnose,[],1,0,1,0,0,0,0,0,0,0,0
locked loop daily treasure hunt optimism,['optimism'],0,0,0,0,1,0,1,0,0,0,0
finally left dark room crying amp instead getting sun translucent skin got 6000 mosquito bites blessed,['blessed'],1,0,1,0,0,0,0,0,1,0,0
wvgmltd dalefootcompost thomasetty would like clean cooker top please winkingface smilingfacewithsmilingeyes sparkling nomess sunglassesneeded,"['sparkling', 'nomess', 'sunglassesneeded']",0,1,0,0,1,0,0,0,0,0,0
becofthekop something ignore sounds dreadful,[],1,0,1,0,0,0,0,0,1,0,0
friends get bitter seems life moving better,[],0,0,1,0,0,0,0,1,1,0,0
life short jealous hating keeping mess worrying things concern,[],0,0,0,0,0,0,1,0,0,0,0
uzalu veehro joyless cunt,[],1,0,1,0,0,0,0,0,0,0,0
stevebakerhw comes credible scare stories george osbourne crap still see,[],1,0,1,0,0,0,0,0,1,0,0
literally kicking catching got see spoilers pissed,['pissed'],1,0,1,0,0,0,0,0,1,0,0
steadilady eating skin could sent tannery leather processing grinningfacewithsmilingeyes,[],0,0,1,0,1,0,0,1,0,0,0
important thing today \n\ndo bully 100daysofcode \n\nbelieve ruins fun,"['bully', '100DaysOfCode']",0,0,0,0,0,0,0,0,1,0,0
waking scent coffee pleasure \n\n morning carliforniadreaming writers,"['scent', 'coffee', 'pleasure', 'morning', 'carliforniadreaming', 'Writers']",0,0,0,0,1,0,1,0,0,0,0
desmond asleep called got meeting still answered let vent whole way home smilingfacewithhearteyes sweetness,['sweetness'],0,0,0,0,1,1,1,0,1,0,0
thomassanders great looking forward next part grinningfacewithsmilingeyes,[],0,0,0,0,1,0,1,0,0,0,0
cnn newday trump whitehouse held accountable actions precedent set future presidencies nightmare,"['trump', 'whitehouse', 'nightmare']",1,0,1,1,0,0,0,0,0,0,0
professorf mediaite lawnewz childish temper tantrums left left,['tantrums'],1,0,1,0,1,0,0,0,1,0,0
kamaalrkhan chutiya producer invested crap deshdrohi,"['chutiya', 'producer', 'invested', 'crap', 'deshdrohi']",1,0,1,0,0,0,0,0,0,0,0
russia story infuriate trump today media otherwise would giving tongue bath fall isis mosul albaghdadi death,[],1,1,1,0,0,0,0,0,0,0,0
still days left home philippines feels like waiting forever homesoon cebu,"['HomeSoon', 'Cebu']",0,0,0,0,1,1,1,0,1,0,0
aleofatime would shocking simply evidence another entity entering market assuming cash alone wins game,[],0,0,1,0,0,0,0,0,0,0,0
shit getting irritated angryface,[],1,0,1,0,0,0,0,0,0,0,0
never regret anything made smile positive,['positive'],0,0,0,0,1,0,1,0,0,0,0
literally hanging thread need taylor ray tonight loving bad dog sucks taylorrayholbrook hurting taylorraystweet,"['taylorrayholbrook', 'hurting']",1,1,1,0,0,0,0,0,1,0,0
one moron driving oversize tonka truck big flag bed back forth blaring country music neutralface disappointment,['disappointment'],1,0,1,0,0,0,0,1,1,0,0
deeply loved someone gives strength loving someone deeply gives courage lao tzu wedding happy love,"['wedding', 'happy', 'love']",0,0,0,0,1,1,1,0,0,0,0
badhombrenps secretaryperry make angry laughing tweet,[],1,0,1,0,0,0,0,0,0,0,0
excited watch stateoforigin tonight come nsw origin blues nsw qld nrl,"['stateoforigin', 'origin', 'blues', 'nsw', 'qld', 'nrl']",0,0,0,0,1,0,1,0,0,0,0
blah blah blah kyrie etc cjc9boss leaving boston real news devastated celtics fave someonegetmeajerseyteeasap,"['devastated', 'celtics', 'fave', 'someonegetmeajerseyteeasap']",1,0,1,0,0,0,0,0,1,0,0
thingsivelearned wise shepherd never trusts flock smiling wolf teamfollowback fact wisewords,"['ThingsIveLearned', 'shepherd', 'smiling', 'TeamFollowBack', 'fact', 'wisewords']",0,0,0,0,0,0,0,0,0,0,0
really flattered happy hear complements blog guys motivates write blog thank sml revolvinghearts,[],0,0,0,0,1,0,1,0,0,0,0
